Time,Theta,ThetaDot,X,XDot,Out1,Out2,Out3,Out4
2263.3292047999998,0.44011679324465447,0.0752255544777614,-1.2083749604009447e-05,-0.0030935132472758534,0,0,0,0
2263.3462743,0.44150052188992178,0.26899636655377807,-0.00030571295418499125,-0.071661081659035619,0,0,0,0
2263.3618319000002,0.44357497970791843,0.22628068058919154,-0.00065923618644005708,-0.0092903345867024895,0,0,0,0
2263.3788297000001,0.44529518345988001,0.18398881637862458,-0.0004930923643589718,0.053058317237340342,0,0,0,0
2263.3957223000002,0.44666435855071357,0.14204244941644092,0.00019255047643619973,0.11538898394326554,0,0,0,0
2263.4121792999999,0.44768508026061715,0.10036389084323163,0.0013975583596099164,0.17770572837829898,0,0,0,0
2263.4279744,0.44835927849690527,0.058875947840410094,0.0031218310143204843,0.240012576424699,0,0,0,0
2263.4449914000002,0.44868824138195301,0.017501783909246151,0.0053653016077778466,0.30231352740589923,0,0,0,0
2263.4598780000001,0.44867261767655742,-0.023835220902510931,0.0081279365647641284,0.36461256455039387,0,0,0,0
2263.4760510999999,0.44831241803845789,-0.065211609784187247,0.011409735474493666,0.42691366548722953,0,0,0,0
2263.4919596,0.447607015116052,-0.10670398892605051,0.01521073108498255,0.48922081274949725,0,0,0,0
2263.5089195,0.44655514247757205,-0.14838916723774515,0.019530989384905433,0.55153800426306299,0,0,0,0
2263.5246195,0.44515489237621086,-0.19034429599153771,0.024370609772725566,0.61386926379694884,0,0,0,0
2263.5413245,0.44340371235197623,-0.2326470083483671,0.029729725312678919,0.67621865134926507,0,0,0,0
2263.5583135000002,0.44129840067148041,-0.27537555870393321,0.035608503076960271,0.73859027343834316,0,0,0,0
2263.5745425999999,0.43883510060749781,-0.31860896176229225,0.042007144573183761,0.80098829326260956,0,0,0,0
2263.5908162000001,0.43600929356105067,-0.36242713120496306,0.048925886255856435,0.86341694068465624,0,0,0,0
2263.6066231999998,0.43281579103006407,-0.40691101777346733,0.056365000120193472,0.92588052198468829,0,0,0,0
2263.6232801000001,0.42924872543038367,-0.45214274652138103,0.064324794376099156,0.98838342931584977,0,0,0,0
2263.6394521000002,0.42530153977726687,-0.49820575291696578,0.072805614199517407,1.0509301497785324,0,0,0,0
2263.6560476,0.42096697623845508,-0.54518491738760155,0.081807842557594421,1.113525274012346,0,0,0,0
2263.6723056999999,0.41623706357374463,-0.5931666977906096,0.0913319011031693,1.1761735041825399,0,0,0,0
2263.6882396000001,0.4111031034807468,-0.64223925916936109,0.10137825113298368,1.2388796612118735,0,0,0,0
2263.7048690000001,0.40555565587243053,-0.69249260000621216,0.11194739460264488,1.301648691078702,0,0,0,0
2263.7209032999999,0.39958452311926224,-0.74401867401185473,0.12303987518974929,1.3644856699667454,0,0,0,0
2263.7378890999998,0.39317873329752562,-0.79691150629078766,0.13465627939462899,1.4273958080110314,0,0,0,0
2263.7548542,0.38632652249594884,-0.85126730249114357,0.14679723766587494,1.4903844513370172,0,0,0,0
2263.7712219,0.37901531624538826,-0.90718454927997594,0.15946342553505632,1.5534570820351576,0,0,0,0
2263.7875048999999,0.37123171015130491,-0.96476410417795577,0.1726555647418348,1.6166193156502762,0,0,0,0
2263.8039362999998,0.36392077783603582,-0.77832090952273092,0.18586019704393955,1.5482102504324375,0,0,0,0
2263.8198733999998,0.35816102386820453,-0.5924978755497341,0.19849461196412357,1.479766763804464,0,0,0,0
2263.8362679000002,0.35298333175731306,-0.65419283621201618,0.21107316805545798,1.5430524927049163,0,0,0,0
2263.8525245999999,0.34728693403332844,-0.71708046443367746,0.22417935866174496,1.6064042112660482,0,0,0,0
2263.8685765999999,0.34106144962990315,-0.78127426416331447,0.23781375826701537,1.6698282249424679,0,0,0,0
2263.8854237999999,0.33429554468377409,-0.84688953089341512,0.25197699423816389,1.7333309248534161,0,0,0,0
2263.9020083999999,0.32697691724453526,-0.91404344098112278,0.26666974751857875,1.7969187819408796,0,0,0,0
2263.91833,0.31909228131057205,-0.9828551223491665,0.28189275325770136,1.860598337068184,0,0,0,0
2263.9346695999998,0.31160790451582121,-0.80224039402970948,0.297130899152102,1.7922828460989659,0,0,0,0
2263.9504855,0.30562569457257915,-0.62235604513965204,0.31179966220350508,1.7239463584207377,0,0,0,0
2263.9665272000002,0.30015496862763824,-0.69537900727524971,0.32641514318766418,1.7877690944723175,0,0,0,0
2263.9824383,0.29407092068415053,-0.76965323926795837,0.34156275051431667,1.8516622870739552,0,0,0,0
2263.9986644000001,0.28736261090757725,-0.84531021236536907,0.35724309965069112,1.9156331915680043,0,0,0,0
2264.0148675999999,0.2800179983013617,-0.92248283199766135,0.37345686657245292,1.9796890724070093,0,0,0,0
2264.0306612999998,0.27301837576916038,-0.74656852748881564,0.38968778031887741,1.911464211431088,0,0,0,0
2264.0470516,0.26748169278580747,-0.57139706665766588,0.4053501134662999,1.8432298806364502,0,0,0,0
2264.0632989999999,0.26240414899909775,-0.6524603534755532,0.42096109665532649,1.9074287536735692,0,0,0,0
2264.0794641000002,0.25664665136385539,-0.73468217992546558,0.43710732137302066,1.971693263978187,0,0,0,0
2264.0952008999998,0.25019898460118917,-0.81820628033432385,0.45378936546799375,2.0360313069013078,0,0,0,0
