Time,Theta
0.0083333333333333332,-0.2910880715480596
0.016666666666666666,-0.29121969328620828
0.025000000000000001,-0.29072241703289831
0.033333333333333333,-0.28959541369948721
0.041666666666666664,-0.28783671575155217
0.049999999999999996,-0.28544321513176779
0.058333333333333327,-0.2824106599471099
0.066666666666666666,-0.27873364997805944
0.074999999999999997,-0.2744056310905883
0.083333333333333329,-0.27041486729077485
0.09166666666666666,-0.26788483483224457
0.099999999999999992,-0.26581514310030657
0.10833333333333332,-0.26307174787076287
0.11666666666666665,-0.25964980618480671
0.12499999999999999,-0.25554326713872444
0.13333333333333333,-0.25074486668281171
0.14166666666666666,-0.24624964340700525
0.14999999999999999,-0.24318887897471295
0.15833333333333333,-0.2405537944269372
0.16666666666666666,-0.23720074540374378
0.17499999999999999,-0.23312386035425967
0.18333333333333332,-0.22831599671794767
0.19166666666666665,-0.22377876507821232
0.19999999999999998,-0.220650675315199
0.20833333333333331,-0.21791636141886203
0.21666666666666665,-0.21442480017541915
0.22499999999999998,-0.21016993969609377
0.23333333333333331,-0.20514440325162009
0.24166666666666664,-0.20035563740317491
0.24999999999999997,-0.19694866214885814
0.2583333333333333,-0.19491950493801499
0.26666666666666666,-0.19324743735449834
0.27500000000000002,-0.19077574553758356
0.28333333333333338,-0.18750022337333452
0.29166666666666674,-0.18341527900808599
0.3000000000000001,-0.17851393378740416
0.30833333333333346,-0.17381019105268511
0.31666666666666682,-0.17045613270446422
0.32500000000000018,-0.16844766641473788
0.33333333333333354,-0.16675806751295946
0.3416666666666669,-0.16422389867374851
0.35000000000000026,-0.16084091311315107
0.35833333333333361,-0.15660342336139826
0.36666666666666697,-0.15150430187101549
0.37500000000000033,-0.1465628127905434
0.38333333333333369,-0.14293680045969609
0.39166666666666705,-0.14062165454074446
0.40000000000000041,-0.13858483361848375
0.40833333333333377,-0.13565634412304609
0.41666666666666713,-0.13183135600527707
0.42500000000000049,-0.12710354871147611
0.43333333333333385,-0.12249708425506851
0.44166666666666721,-0.11917489110650351
0.45000000000000057,-0.11713258384057854
0.45833333333333393,-0.11533414033252781
0.46666666666666728,-0.11260571727937679
0.47500000000000064,-0.10894289557846049
0.483333333333334,-0.10433972601665675
0.49166666666666736,-0.099823924498887773
0.50000000000000067,-0.096562135008480446
0.50833333333333397,-0.094549912675220685
0.51666666666666727,-0.092748229464503854
0.52500000000000058,-0.08997989724274176
0.53333333333333388,-0.08624050974762118
0.54166666666666718,-0.08152409846862109
0.55000000000000049,-0.076860926516911371
0.55833333333333379,-0.073420309380427123
0.5666666666666671,-0.071197422124558471
0.5750000000000004,-0.069150456707804314
0.5833333333333337,-0.066099145069731427
0.59166666666666701,-0.062038717361264449
0.60000000000000031,-0.05800228871103718
0.60833333333333361,-0.055161957948948633
0.61666666666666692,-0.053513630451292378
0.62500000000000022,-0.052014885657797216
0.63333333333333353,-0.049484772536929893
0.64166666666666683,-0.045919412242521315
0.65000000000000013,-0.041313314710361579
0.65833333333333344,-0.036700167819485457
0.66666666666666674,-0.033252662417386621
0.67500000000000004,-0.030965727132845813
0.68333333333333335,-0.028794768412169689
0.69166666666666665,-0.025556498064751479
0.69999999999999996,-0.021246035441415741
0.70833333333333326,-0.016898395375239881
0.71666666666666656,-0.013687463929007857
0.72499999999999987,-0.011608407299010517
0.73333333333333317,-0.009616366588494029
0.74166666666666647,-0.0065277823623540489
0.74999999999999978,-0.0023380937359666785
0.75833333333333308,0.0019171389246950179
0.76666666666666639,0.0050636475252491819
0.77499999999999969,0.00710626358689015
0.78333333333333299,0.0090898924485422073
0.7916666666666663,0.012198099213864437
0.7999999999999996,0.016435382846407744
0.8083333333333329,0.020766333023710021
0.81666666666666621,0.024017049919916753
0.82499999999999951,0.026192613817422411
0.83333333333333282,0.027296468947101277
0.84166666666666612,0.028371703730262269
0.84999999999999942,0.030600009940946568
0.85833333333333273,0.033984515810334459
0.86666666666666603,0.037489032311174675
0.87499999999999933,0.039939080544551947
0.88333333333333264,0.041338573813742001
0.89166666666666594,0.042730471811549028
0.89999999999999925,0.045296223177388767
0.90833333333333255,0.049039383189541118
0.91666666666666585,0.052925001834722603
0.92499999999999916,0.055780110740681725
0.93333333333333246,0.057609314646404217
0.94166666666666576,0.058415606832932176
0.94999999999999907,0.059239985315612663
0.95833333333333237,0.061261845141627261
0.96666666666666567,0.06448390985547775
0.97499999999999898,0.067871512074732465
0.98333333333333228,0.070252190565562492
0.99166666666666559,0.07162984904736909
0.99999999999999889,0.072006792596470595
1.0083333333333322,0.072422250425953266
1.0166666666666655,0.074053764062482985
1.0249999999999988,0.076903474073972966
1.0333333333333321,0.079937235164963358
1.0416666666666654,0.081983300754575619
1.0499999999999987,0.083045071436793724
1.058333333333332,0.0831243619173474
1.0666666666666653,0.083258860113905597
1.0749999999999986,0.084624482475768051
1.0833333333333319,0.087222977731428536
1.0916666666666652,0.090020869711067986
1.0999999999999985,0.091847256252161169
1.1083333333333318,0.09270520613765891
1.1166666666666651,0.092596214564360096
1.1249999999999984,0.09255663450881664
1.1333333333333317,0.093760957908680012
1.1416666666666651,0.096210694666283111
1.1499999999999984,0.098873160777553634
1.1583333333333317,0.10057841827250982
1.166666666666665,0.10132935693200955
1.1749999999999983,0.10112730499855298
1.1833333333333316,0.10100743771430584
1.1916666666666649,0.10214296599031299
1.1999999999999982,0.10453529022256297
1.2083333333333315,0.10715266207909449
1.2166666666666648,0.10882626264224529
1.2249999999999981,0.10955894595758663
1.2333333333333314,0.10935201687650625
1.2416666666666647,0.10923956502735806
1.249999999999998,0.1103935885304813
1.2583333333333313,0.11281549498317278
1.2666666666666646,0.11547467006876212
1.2749999999999979,0.11720364046115103
1.2833333333333312,0.11800536776475617
1.2916666666666645,0.11788127785061123
1.2999999999999978,0.11786438806742661
1.3083333333333311,0.11912545927694371
1.3166666666666644,0.12063320317065818
1.3249999999999977,0.1212193547244418
1.333333333333331,0.12088498402455236
1.3416666666666643,0.12066232355804939
1.3499999999999976,0.12172134710053172
1.358333333333331,0.12303087967122543
1.3666666666666643,0.12342278260158249
1.3749999999999976,0.12289780368281752
1.3833333333333309,0.12248756245414971
1.3916666666666642,0.12336143135545387
1.3999999999999975,0.12448823506769337
1.4083333333333308,0.12469982776595934
1.4166666666666641,0.12399665702463317
1.4249999999999974,0.12340988562180334
1.4333333333333307,0.12410845478722295
1.441666666666664,0.12506106874104689
1.4499999999999973,0.12509943472220583
1.4583333333333306,0.12422371139166688
1.4666666666666639,0.12346474756532994
1.4749999999999972,0.12399121043163983
1.4833333333333305,0.12477155596064234
1.4916666666666638,0.12463719666201538
1.4999999999999971,0.12358800314789575
1.5083333333333304,0.12265464214980135
1.5166666666666637,0.12300565375475103
1.524999999999997,0.12360910824192888
1.5333333333333303,0.12329596515282773
1.5416666666666636,0.12206579750596315
1.5499999999999969,0.12094921313091052
1.5583333333333302,0.12111476411072211
1.5666666666666635,0.12256255938508283
1.5749999999999968,0.12426207201883219
1.5833333333333302,0.12504592905084352
1.5916666666666635,0.12491553236417789
