Time,Theta
0.0083333333333333332,0.40751747624914686
0.016666666666666666,0.40884703074995155
0.025000000000000001,0.41082599972688838
0.033333333333333333,0.41239107679546405
0.041666666666666664,0.41354520315262627
0.049999999999999996,0.41429056011488508
0.058333333333333327,0.41462857298131367
0.066666666666666666,0.41455991359477395
0.074999999999999997,0.41408450159735155
0.083333333333333329,0.41320150437830971
0.09166666666666666,0.4119093357150822
0.099999999999999992,0.4102056531100457
0.10833333333333332,0.40808735382816214
0.11666666666666665,0.40555056964320463
0.12499999999999999,0.40259066030328333
0.13333333333333333,0.39920220572994158
0.14166666666666666,0.395378996969319
0.14999999999999999,0.39111402591897643
0.15833333333333333,0.38639947386009593
0.16666666666666666,0.38122669883214672
0.17499999999999999,0.37558622189594298
0.18333333333333332,0.36946771234158632
0.19166666666666665,0.36285997191035874
0.19999999999999998,0.35575091811453569
0.20833333333333331,0.34909340168290359
0.21666666666666665,0.34397393433707518
0.22499999999999998,0.3394179492400532
0.23333333333333331,0.33431899073311122
0.24166666666666664,0.32866779747481911
0.24999999999999997,0.32245411381378847
0.2583333333333333,0.3156666765053896
0.26666666666666666,0.30927490815644548
0.27500000000000002,0.30438333194593781
0.28333333333333338,0.3000019069536784
0.29166666666666674,0.2950070843897164
0.3000000000000001,0.28938988967862855
0.30833333333333346,0.28314024109158203
0.31666666666666682,0.2762469391795449
0.32500000000000018,0.26969330982304518
0.33333333333333354,0.26459920946871435
0.3416666666666669,0.25996036123794269
0.35000000000000026,0.25463733356701185
0.35833333333333361,0.24862069398016939
0.36666666666666697,0.2418997990037389
0.37500000000000033,0.23546913235582684
0.38333333333333369,0.23046060532458859
0.39166666666666705,0.22585944407742484
0.40000000000000041,0.22051465346898783
0.40833333333333377,0.21441690137828939
0.41666666666666713,0.20755556289042076
0.42500000000000049,0.20093441711341811
0.43333333333333385,0.19569551916115288
0.44166666666666721,0.19081443769793485
0.45000000000000057,0.18512948769458684
0.45833333333333393,0.17863091691120542
0.46666666666666728,0.17233006962733999
0.47500000000000064,0.16737693859304831
0.483333333333334,0.1627408673904219
0.49166666666666736,0.15725344017383075
0.50000000000000067,0.15090539867983224
0.50833333333333397,0.14471408249837242
