Time,Theta,ThetaDot,X,XDot
0.0083333333333333332,3.0788048920260724,0.011286120635371924,2.0002070262419967e-06,0.0005119945153677102
0.016666666666666666,3.078423429542624,-0.11043350225500385,-0.00025204708466817967,-0.065615761808126533
0.025000000000000001,3.0780672009397816,0.033975128966334769,-0.00053651493154080357,0.0015412098501363112
0.033333333333333333,3.0778753182398924,-0.087621690611050601,-0.00078196165619248258,-0.064580785986925238
0.041666666666666664,3.0777095129602534,0.056864467891768272,-0.0010577910102606406,0.0025794769921888266
0.049999999999999996,3.0777085983371784,-0.064681571552573133,-0.0012945749082406946,-0.063540133721807154
0.058333333333333327,3.0777340336649881,0.079817598438600187,-0.0015617291796252645,0.0036206778930449593
0.066666666666666666,3.0789633829262919,0.22421815937085643,-0.0012692192100363972,0.070777782241363371
0.074999999999999997,3.0813950365534946,0.36831829342350014,-0.0004171059673431513,0.13792344726502109
0.083333333333333329,3.0850256992704099,0.51191505692389405,0.00099448418412520457,0.20504966207393788
0.09166666666666666,3.0898503778991833,0.65480366664445622,0.0029653564530601338,0.27214795718109452
0.099999999999999992,3.0958623633716007,0.79677682802978722,0.0054952431236403847,0.33920923330242159
0.10833333333333332,3.103053207361667,0.93762412268016093,0.0085837976761508408,0.4062236022631231
0.11666666666666665,3.1114126941018161,1.0771314726806298,0.012230587640671182,0.47318024361283217
0.12499999999999999,3.1209288080925517,1.2150806995805989,0.016435086328988581,0.54006728060449716
0.13333333333333333,3.1315876985641569,1.3512491959091451,0.021196663620472456,0.60687167921765117
0.14166666666666666,-3.1398116654818478,1.4854097269534645,0.026514576008274605,0.67357917388414246
0.14999999999999999,-3.1269163054207088,1.617330380016893,0.032387956142390109,0.74017422347953932
0.15833333333333333,-3.1139724484848155,1.4802440355001498,0.038295000659503316,0.67331948329262925
0.16666666666666666,-3.1021796967474096,1.3409676890270639,0.043644506453641992,0.60636113073251807
0.17499999999999999,-3.0915553795227373,1.1997360428908039,0.048435671189194542,0.5393145453718371
