Time,Theta,ThetaDot,X,XDot,Out1,Out2,Out3,Out4
1156.5714045,-0.031437993601398401,-0.0056498240413157576,1.0025531972750954e-06,0.00025668329643879626,0,0,0,0
1156.5877889000001,-0.030986595787253417,0.12197471533892022,-0.00025624793482276762,-0.066147699244489211,0,0,0,0
1156.6045160000001,-0.029471108325419017,0.24977542296324939,-0.0010668949798148752,-0.13256059834871475,0,0,0,0
1156.6209839999999,-0.027930535580241559,0.11135648237885271,-0.0019102505573985952,-0.065665741735989075,0,0,0,0
1156.6373369999999,-0.027542633562326703,-0.026887990095164356,-0.0021961837567114869,0.0012217165196338883,0,0,0,0
1156.6532344,-0.028306733314452773,-0.16515897534681931,-0.0019247230264876872,0.068110286491407851,0,0,0,0
1156.6707553000001,-0.029182599320568627,-0.03707131622406689,-0.0016166192495046141,0.0016843405503202602,0,0,0,0
1156.6867488,-0.028991476263267424,0.090946838204033917,-0.0018620454202602128,-0.064738270414612026,0,0,0,0
1156.7037800000001,-0.027733171997500247,0.2190929398393841,-0.0026610108794051439,-0.13116704886871269,0,0,0,0
1156.7201006,-0.026447149190964078,0.08095739534299673,-0.0034928034850543236,-0.064284656651382277,0,0,0,0
1156.7362416000001,-0.026311607283363309,-0.057047673561545782,-0.0037672704380570443,0.0025921758051696379,0,0,0,0
1156.7523916,-0.027326243979354486,-0.19512323906378801,-0.0034844246966020532,0.06947199570214535,0,0,0,0
1156.7693478000001,-0.028451158165273202,-0.066876281696810883,-0.0031650039673937953,0.00303859779813089,0,0,0,0
1156.7863987999999,-0.028507935142551875,0.061255263944000014,-0.0033991666970170651,-0.063389262979468272,0,0,0,0
1156.8027735000001,-0.027496765122049297,0.18946891749570496,-0.0041869038315566548,-0.1298210826538771,0,0,0,0
1156.8183025000001,-0.026457497405988368,0.051354358661287736,-0.005007484621096259,-0.062939537379076857,0,0,0,0
1156.8353525,-0.026568704037897579,-0.086672829095430448,-0.005270739669819253,0.0039382800985344668,0,0,0,0
1156.8512783000001,-0.027830442033683945,-0.22481362272841937,-0.0049766666547741457,0.070820914841228724,0,0,0,0
1156.8682268,-0.029203189894623543,-0.096680739882487585,-0.004645986212308305,0.0043927019184797538,0,0,0,0
1156.8847934999999,-0.029508930908721361,0.031290691763384143,-0.0048688373464891074,-0.06202775220453198,0,0,0,0
1156.9005586000001,-0.028748239406933277,0.15929809046372712,-0.0056451924975606032,-0.12844995027378128,0,0,0,0
1156.9174952999999,-0.026920044660358591,0.28753878284293205,-0.0069751032842384738,-0.19488337224010893,0,0,0,0
1156.9343011000001,-0.025062965993901443,0.14959346257179276,-0.00833789631957816,-0.12800968993804893,0,0,0,0
1156.9508221000001,-0.024354391618576859,0.011878872941922634,-0.0091434530249126511,-0.061145857596892096,0,0,0,0
1156.9674649000001,-0.024793182932909275,-0.12580579323224358,-0.0093918221180877021,0.0057166835795125865,0,0,0,0
1156.9832104,-0.025338511741047884,0.0029568246772721778,-0.009603784702183189,-0.060740427618508668,0,0,0,0
1156.9994431,-0.024810986064081535,0.13171164187857487,-0.010369548583233197,-0.12719717564474994,0,0,0,0
1157.0160722000001,-0.02320989821053674,0.26065643253995402,-0.011689147651393004,-0.19366300130341196,0,0,0,0
1157.0318487,-0.021574336916396934,0.12334502609455936,-0.013041881695139939,-0.12681741462334808,0,0,0,0
